name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Hanoi,2022-07-16,34.6,28,31.2,46,33.6,39.6,26.4,76.3,0,0,0,,0,0,25.6,16.6,126.3,1004,51.1,12,260.8,22.5,9,75,2022-07-16T05:24:12,2022-07-16T18:41:03,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-17,36,29,32.2,50.2,36.8,43.4,27.6,77.8,0,0,0,,0,0,24.8,19.4,121.9,1002.6,70.8,11.6,251.7,21.6,8,75,2022-07-17T05:24:35,2022-07-17T18:40:50,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-18,37,26.5,32.3,50.5,26.5,42.8,27.3,76.1,4.913,100,4.17,rain,0,0,24.8,21.4,97,1000.3,71.9,11.6,280.2,24.2,9,75,2022-07-18T05:24:59,2022-07-18T18:40:36,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-19,34.5,25.5,29.2,47.4,25.5,35,25.8,82.4,48.511,100,4.17,rain,0,0,28.1,16.7,91.1,1001.8,68.4,9.8,224.4,19.5,8,75,2022-07-19T05:25:22,2022-07-19T18:40:20,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-20,31.4,26,28.8,41.1,26,35.1,26,84.7,26.563,100,8.33,rain,0,0,31,19.4,105.9,1005.9,67,9.6,166.3,14.3,7,60,2022-07-20T05:25:46,2022-07-20T18:40:04,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-21,30.5,26.8,27.9,38.7,30.2,32.9,25.6,87.8,21.93,100,12.5,rain,0,0,36,20.3,75,1008.5,71.4,10.2,129.2,11,6,30,2022-07-21T05:26:09,2022-07-21T18:39:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-22,32,25.5,27.7,39.9,25.5,30.1,25.1,86.7,16.018,100,12.5,rain,0,0,27.7,22.3,84.6,1010.5,68.9,9.1,157.6,13.7,7,30,2022-07-22T05:26:33,2022-07-22T18:39:28,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-23,34.5,26,29.7,41.3,26,34.4,25.2,78.3,0.003,100,4.17,rain,0,0,26.6,13.9,115.7,1009,44.6,11,264.7,22.9,9,60,2022-07-23T05:26:56,2022-07-23T18:39:08,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-24,35,27,30.9,43.4,31.2,37.6,25.5,74.5,0.2,100,8.33,rain,0,0,24.1,15.7,120.5,1007.2,27,12,287.2,24.8,9,60,2022-07-24T05:27:20,2022-07-24T18:38:48,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-25,35.1,26,30.9,42.6,26,36.8,25,72.7,0,0,0,,0,0,24.8,15.7,122.9,1007.5,28.8,11.4,281.6,24.3,9,60,2022-07-25T05:27:43,2022-07-25T18:38:26,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-26,35.5,26.5,30.8,44.8,26.5,36.9,25.2,73.8,0,0,0,,0,0,27.7,17.5,122.9,1006.8,30.1,10.2,295.4,25.5,9,60,2022-07-26T05:28:07,2022-07-26T18:38:03,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-27,35,27,30.7,43.3,31.2,37.2,25.4,74.8,0,0,0,,0,0,24.5,17.5,126.9,1006.1,32.4,10.7,261.1,22.5,8,60,2022-07-27T05:28:30,2022-07-27T18:37:38,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-28,34.8,26.5,30.7,43.5,26.5,37.5,25.6,75.2,0,0,0,,0,0,23,14.8,98.6,1006.2,51.8,11.6,220.4,19.1,7,30,2022-07-28T05:28:53,2022-07-28T18:37:13,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-29,35,27,30.9,44.2,30.9,38.4,26,76.5,0,0,0,,0,0,20.5,15.7,105.8,1005,61.3,9.3,232,19.9,7,30,2022-07-29T05:29:16,2022-07-29T18:36:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-30,34.5,25.5,29.6,44.2,25.5,35.3,25.2,78.2,25.546,100,4.17,rain,0,0,20.2,25.9,134.8,1003.5,75.3,9.2,187.5,16.2,7,75,2022-07-30T05:29:39,2022-07-30T18:36:20,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-07-31,33.5,26.3,29.3,42,26.3,34.7,25.2,79.4,2.734,100,8.33,rain,0,0,24.1,19.4,105.2,1003,57.4,9.4,162.5,14,6,60,2022-07-31T05:30:02,2022-07-31T18:35:51,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-01,34,26,29.1,42.4,26,34.6,25.4,81.1,0.262,100,8.33,rain,0,0,38.9,20.3,104.7,1004.3,46.2,9.9,217,18.7,8,30,2022-08-01T05:30:24,2022-08-01T18:35:22,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-02,34.5,27.3,30.4,43.5,32,36.9,25.5,76.3,2.948,100,4.17,rain,0,0,23.8,14.8,92.5,1005.9,47.5,9.9,177.4,15.4,5,30,2022-08-02T05:30:47,2022-08-02T18:34:51,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-03,36.7,27,31.5,43.3,31.2,38.1,25.1,70.5,0.4,100,12.5,rain,0,0,20.5,14.8,110,1005.8,48.6,11.1,280.6,24.2,9,60,2022-08-03T05:31:09,2022-08-03T18:34:20,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-04,35,26,30.7,45.8,26,38.2,26.1,77.7,0.907,100,8.33,rain,0,0,20.2,18.4,99.6,1003.6,52.2,10.1,251.8,21.7,9,75,2022-08-04T05:31:31,2022-08-04T18:33:47,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-05,31.7,25,28.3,38.5,25,32.3,24.5,80.5,0.954,100,8.33,rain,0,0,20.2,17.6,111.3,1003,60.5,9.9,71.2,6.1,3,60,2022-08-05T05:31:53,2022-08-05T18:33:14,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-06,29.2,25,27.3,34.5,25,30.3,24.8,86.6,15.088,100,12.5,rain,0,0,18.7,15.7,94.3,1003.9,88.5,9.2,40.4,3.6,2,30,2022-08-06T05:32:14,2022-08-06T18:32:40,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-07,30.5,25.9,27.7,38.3,25.9,31.3,25.5,88,10.154,100,16.67,rain,0,0,23.4,14.8,60.9,1005.2,69.4,9.6,56.2,4.8,2,30,2022-08-07T05:32:36,2022-08-07T18:32:04,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-08,34.5,26,28.5,42.6,26,32.2,25,82.3,0.983,100,4.17,rain,0,0,26.6,11.7,327.3,1005.2,53.2,8.7,245.6,21.2,9,60,2022-08-08T05:32:57,2022-08-08T18:31:28,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-09,35,25,29.7,43.3,25,34,24.6,75.6,0.55,100,8.33,rain,0,0,23,9.5,327.7,1003.2,62,10,253.4,21.7,9,75,2022-08-09T05:33:18,2022-08-09T18:30:51,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-10,32.7,26,28.4,41.4,26,32.5,25.1,82.9,4.93,100,4.17,rain,0,0,35.3,17.6,332.5,1000.9,81.3,9.8,149.8,13,6,30,2022-08-10T05:33:38,2022-08-10T18:30:12,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-11,29.3,24,26,35.9,24,27.1,24.6,92.6,152.462,100,20.83,rain,0,0,36.4,19.4,251.2,1000.5,94,7.1,34,2.8,1,10,2022-08-11T05:33:59,2022-08-11T18:29:33,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-12,26.9,23.5,25.3,30.5,23.5,25.5,24,92.3,91.878,100,12.5,rain,0,0,22.3,20.3,93.8,1006.3,78.9,7.6,46.9,4.1,2,10,2022-08-12T05:34:19,2022-08-12T18:28:53,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-13,31.4,25,28,37.7,25,31.6,24.6,82.8,6.1,100,41.67,rain,0,0,20.9,13,109.7,1006.5,82.3,9.3,188.9,16.4,6,60,2022-08-13T05:34:39,2022-08-13T18:28:13,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-14,33,26,28.8,42.1,26,33.5,25.4,82.4,0.28,100,4.17,rain,0,0,21.6,13.9,121.3,1005.5,54.3,8.9,213.5,18.5,7,60,2022-08-14T05:34:58,2022-08-14T18:27:31,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-15,34,25.5,29.4,42.8,25.5,34.4,25.3,79.4,0.175,100,4.17,rain,0,0,17.3,16.6,104.8,1004.5,48.6,10.1,224.1,19.4,7,75,2022-08-15T05:35:18,2022-08-15T18:26:49,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-16,34.7,27,30.7,44.2,31.2,37.7,25.8,76.8,0.5,100,12.5,rain,0,0,22.7,15.7,105,1004.4,39.8,11.9,241.9,20.7,8,60,2022-08-16T05:35:37,2022-08-16T18:26:05,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-17,34,27.5,30.2,44.4,32.8,37.9,26.3,80.4,1.9,100,33.33,rain,0,0,22.7,13.9,109.1,1004.3,48,9.4,198.9,17.2,7,60,2022-08-17T05:35:56,2022-08-17T18:25:21,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-18,34.9,27,30.6,44.2,31.2,38,26.1,78.4,0.7,100,20.83,rain,0,0,26.6,19.4,105.1,1003.6,58.9,9.3,254.3,22,9,60,2022-08-18T05:36:14,2022-08-18T18:24:36,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-19,35,27,31.1,45.8,31.2,39.3,26.4,77.4,1.8,100,20.83,rain,0,0,20.9,25,94.5,1002.6,52.5,9.6,234.4,20.2,8,75,2022-08-19T05:36:32,2022-08-19T18:23:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-20,31,24.5,27.7,39.8,24.5,31.9,25.7,89,17.913,100,16.67,rain,0,0,32,20.3,300.3,1002.4,80.4,9.2,151.6,13,5,60,2022-08-20T05:36:51,2022-08-20T18:23:05,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-21,29.5,25.3,27,36,25.3,30,25.4,90.7,47.034,100,16.67,rain,0,0,28.8,21.2,67.3,1002.8,83.2,9.4,91.5,7.8,4,30,2022-08-21T05:37:08,2022-08-21T18:22:18,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-22,34.5,25,29.6,42.9,25,35.2,25.8,81.4,1.965,100,4.17,rain,0,0,19.4,13.9,111.8,1004.7,54.9,11.1,195,16.8,8,60,2022-08-22T05:37:26,2022-08-22T18:21:30,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-23,34,27,29.5,44.8,31.2,37.2,26.8,85.7,0.052,100,4.17,rain,0,0,23.8,13.9,94.4,1005.4,39.8,10.3,233.8,20,8,75,2022-08-23T05:37:43,2022-08-23T18:20:42,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-24,35.5,27,30.9,46,30.6,39.2,26.5,78.6,4.8,100,16.67,rain,0,0,32.8,10.3,23.4,1003.5,42.4,9.5,203.5,17.6,8,75,2022-08-24T05:38:00,2022-08-24T18:19:53,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-25,30.5,25.5,28,39.5,25.5,33.2,26.1,89.8,30.965,100,8.33,rain,0,0,27.7,23.2,284.1,999.7,63.8,7.7,180.6,15.6,8,75,2022-08-25T05:38:17,2022-08-25T18:19:04,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-26,32.1,24.5,28,39.7,24.5,32,25.1,85.1,43.633,100,8.33,rain,0,0,47.9,22.3,128.4,1002.7,77.5,8.9,126,10.8,6,60,2022-08-26T05:38:34,2022-08-26T18:18:14,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-27,34.1,27,29.8,42.7,30.6,35.9,25.4,78.3,0.1,100,4.17,rain,0,0,19.8,20.3,106.2,1007.3,58.6,11.3,229,19.7,7,30,2022-08-27T05:38:50,2022-08-27T18:17:23,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-28,35,26.5,30.4,44.9,26.5,37.6,26,78.5,0.2,100,8.33,rain,0,0,24.1,19.4,116,1007.3,44.5,12.4,252.1,21.8,9,75,2022-08-28T05:39:07,2022-08-28T18:16:32,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-29,35.5,27,30.7,43.2,31.2,37.7,25.8,76.5,0,0,0,,0,0,28.1,17.5,128.2,1008.9,45.9,10.9,262.3,22.5,9,60,2022-08-29T05:39:23,2022-08-29T18:15:40,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-30,35.1,27,30.8,42.6,31.2,37.2,25.3,74.3,0,0,0,,0,0,19.1,13.9,117.3,1008.4,43.6,11.5,276.2,23.9,9,60,2022-08-30T05:39:39,2022-08-30T18:14:48,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-08-31,34.4,27,30.5,43.7,30.6,37.5,25.7,76.6,0.2,100,8.33,rain,0,0,15.1,12.1,76.3,1006.8,44.2,11.5,226.4,19.5,8,60,2022-08-31T05:39:54,2022-08-31T18:13:55,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-01,31.8,25,28.7,38.4,25,34.2,25.5,83.5,11.053,100,8.33,rain,0,0,50,17.5,342,1009,51.7,9.3,129.9,11.1,4,30,2022-09-01T05:40:10,2022-09-01T18:13:02,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-02,34.5,26,30.2,41.2,26,35.1,24.4,72.4,0.052,100,4.17,rain,0,0,23.8,10.3,349.1,1008.1,65.3,9.5,236.6,20.4,8,10,2022-09-02T05:40:25,2022-09-02T18:12:09,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-03,34.9,27,30.8,44.2,31.2,37.6,25.4,73.7,0.175,100,4.17,rain,0,0,16.9,15.7,98.6,1005.4,39.9,8.6,254.5,22,8,30,2022-09-03T05:40:40,2022-09-03T18:11:15,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-04,30.5,25,27.7,36.2,25,30.8,23.9,80.7,2.07,100,8.33,rain,0,0,38.9,20.3,356.7,1007.3,71.7,9.4,170.1,14.8,6,10,2022-09-04T05:40:55,2022-09-04T18:10:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-05,34.4,26,29.4,37.3,26,31.5,22.3,67.7,0,0,0,,0,0,25.2,11.2,314,1007.8,54.9,10.7,232.8,20.2,9,10,2022-09-05T05:41:10,2022-09-05T18:09:26,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-06,35.9,25,30.2,38.7,25,32.5,21.9,64.1,0,0,0,,0,0,29.5,10.4,327.4,1008.3,33.7,12.2,256.6,22.1,9,10,2022-09-06T05:41:25,2022-09-06T18:08:31,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-07,34.5,26,28.9,39.4,26,32,23.4,74,1.965,100,4.17,rain,0,0,48.2,14.8,359.2,1011,60.3,9.3,218.6,19,8,10,2022-09-07T05:41:40,2022-09-07T18:07:35,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-08,30,25,26.4,36.8,25,27.9,24.5,89.9,100.581,100,16.67,rain,0,0,31.7,26.8,32.3,1012.7,84.4,8.4,38.4,3.2,3,10,2022-09-08T05:41:54,2022-09-08T18:06:40,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-09,30,24.7,26.9,35.1,24.7,29,24,85,26.723,100,16.67,rain,0,0,22.3,9.4,342.5,1013.3,58.7,8.9,60.4,5.3,3,10,2022-09-09T05:42:09,2022-09-09T18:05:44,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-10,31.5,25.2,28,37.2,25.2,30.9,24.3,81.4,18.375,100,12.5,rain,0,0,20.5,10.3,209.1,1011.9,65.9,9.2,182.5,15.9,7,30,2022-09-10T05:42:23,2022-09-10T18:04:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-11,32.7,26,28.7,38,26,32.2,24.2,78.1,1.3,100,37.5,rain,0,0,22,12.1,71.7,1010,44.5,9.8,216.3,18.7,7,60,2022-09-11T05:42:38,2022-09-11T18:03:51,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-12,33,26,29.4,39.3,26,33.5,24.1,74.3,0.3,100,4.17,rain,0,0,25.2,12.1,56.2,1009.1,45.6,9.5,227,19.6,8,10,2022-09-12T05:42:52,2022-09-12T18:02:55,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-13,33.3,26,29.3,39.9,26,34.1,24.7,77.1,0.3,100,8.33,rain,0,0,19.1,11.2,331.5,1009.2,40.5,8,209.2,18.1,7,30,2022-09-13T05:43:06,2022-09-13T18:01:58,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-14,34.5,26,29.9,40.6,26,34.6,24.2,72.8,0.3,100,12.5,rain,0,0,17.3,11.2,303.4,1008.6,33.5,8.1,244.1,21,8,30,2022-09-14T05:43:21,2022-09-14T18:01:01,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-15,34.5,26.5,30.2,42.6,26.5,35.9,25,74.8,1.179,100,4.17,rain,0,0,21.2,14.8,104.5,1006,38.3,8.5,236.8,20.5,8,60,2022-09-15T05:43:35,2022-09-15T18:00:04,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-16,31.5,26,28.5,39.5,26,33.5,25.2,82.6,0.098,100,4.17,rain,0,0,25.9,16.6,95.6,1004.1,61.9,9.4,61.1,5.3,4,75,2022-09-16T05:43:49,2022-09-16T17:59:07,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-17,32,25.7,27.9,39.2,25.7,31.1,24.7,83,0.758,100,4.17,rain,0,0,24.8,14.8,83.8,1006.1,57.7,9.9,109.3,9.4,5,30,2022-09-17T05:44:03,2022-09-17T17:58:10,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-18,34.4,25.5,29.6,39.9,25.5,33.6,24.6,76.1,0.002,100,4.17,rain,0,0,17.6,11.2,145.7,1006.7,21.7,8.4,233.9,20.2,8,30,2022-09-18T05:44:18,2022-09-18T17:57:13,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-19,35,26.5,30.2,43.3,26.5,35.8,25.3,76.3,0,0,0,,0,0,16.2,11.2,87.1,1006.3,32.6,8.7,242,20.8,8,60,2022-09-19T05:44:32,2022-09-19T17:56:16,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-20,34.5,27,29.2,43.5,29.2,34.5,24.8,78.1,25.742,100,4.17,rain,0,0,24.8,16.6,46.7,1006.8,42.3,9,251,21.6,9,30,2022-09-20T05:44:46,2022-09-20T17:55:19,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-21,31,25.5,27.4,37.1,25.5,29.8,24,81.6,1.707,100,4.17,rain,0,0,33.5,12.1,17.1,1008.8,46,9.5,156.6,13.5,7,30,2022-09-21T05:45:01,2022-09-21T17:54:22,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-22,31,25,27.6,36.5,25,30.2,24.3,82.7,25.596,100,4.17,rain,0,0,31.7,17.5,67.5,1009.6,61.5,9.3,116.1,10,4,30,2022-09-22T05:45:16,2022-09-22T17:53:25,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2022-09-23,33,23.5,27.4,37.5,23.5,28.9,23.3,80,18.139,100,4.17,rain,0,0,31.7,24.1,4.8,1010.3,62,9.3,218.3,19,9,10,2022-09-23T05:45:30,2022-09-23T17:52:28,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
